,Unnamed: 0,web-scraper-order,web-scraper-start-url,titleproduct,location,shippingfee,price,sellerrating,reviews,reviewrating,shipontimerating,chatresponserating,reviews_en
80,240,1625651133-520,https://www.lazada.com.ph/products/nintendo-battery-pack-gba-sp-gameboy-advance-sp-with-free-screwdriver-i409934292-s992606992.html?spm=a2o4l.searchlistcategory.list.124.52a0313cjnkmIo&search=1,Nintendo Battery Pack GBA SP Gameboy Advance SP with free screwdriver,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,300,94,neatly packaged and quickly delivered. works well with my gameboy advanced sp. life saver!,4.8,99,98,neatly packaged and quickly delivered. works well with my gameboy advanced sp. life saver!
81,242,1625651233-867,https://www.lazada.com.ph/products/mobile-club-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1196038316-s4229404093.html?spm=a2o4l.searchlistcategory.list.12.52a0313cijE5zw&search=1,Mobile Club Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,9,93,I ordered this for my pamangkin. Dahil mahilig maglaro ng ML. Ang quality niya ay maganda na para sa 20 pesos na finger sleeves. Wala naman tastas o sira kaya thankyou seller. ??? 3 days bago ko nareceive ang item.,4.8,97,99,I ordered this for my nephew. Because I love to play ML. His quality is already good for 20 pesos finger sleeves. There are no cracks or damage so thankyou seller. ??? 3 days before I received the item.
82,243,1625651206-776,https://www.lazada.com.ph/products/gamers-sweatproof-1-pair-2pcs-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1830866266-s7789817191.html?spm=a2o4l.searchlistcategory.list.53.52a0313cWwk46a&search=1,Gamers Sweatproof 1 Pair (2pcs) Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,13.72,91,"Maganda ung product tuwang tuwa ung kapatid kong kumag, Kung pwede lang itag dito un ehh.. Hahahaha.. ???????????ç???",4.8,99,98,"The product is good, my brother is happy, If you can just look at it, ehh .. Hahahaha .."
83,244,1625651127-485,https://www.lazada.com.ph/products/nes-retro-mini-tv-handheld-family-recreation-video-game-console-w-built-in-500-classic-games-i232263798-s313293012.html?spm=a2o4l.searchlistcategory.list.130.52a0313crnJZZK&search=1,NES Retro Mini TV Handheld Family Recreation Video Game Console w/ Built-in 500 Classic Games,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,449,88,the seller was very accommodating to refund the first item I got with very minor defect so that I could re order it again. good service. I hope to get the next item in more better condition ???,4.5,100,98,the seller was very accommodating to refund the first item I got with very minor defect so that I could re order it again. good service. I hope to get the next item in more better condition ???
84,246,1625651136-527,https://www.lazada.com.ph/products/jl01-mvp-portable-game-grip-pad-game-joystick-controller-i1046830844-s3542344488.html?spm=a2o4l.searchlistcategory.list.121.52a0313cWB8uwl&search=1,JL01 MVP Portable Game Grip Pad Game Joystick Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,30,89,thank u poh,4.4,88,95,thank u poh
85,252,1625651152-614,https://www.lazada.com.ph/products/ready-wired-8-bit-tv-red-and-white-machine-game-player-handle-gampad-controller-i528324781-s1418794055.html?spm=a2o4l.searchlistcategory.list.102.52a0313cMqXCJq&search=1,[Ready] ‚ù§Wired 8 Bit TV Red and White Machine Game Player Handle Gampad Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,119,92,the keypad is really smooth. my kida enjoyed it. lloks durable kahit sobrang button smash yung isang anak ko pag nagllaro ng contra. but thanks seller,4.8,99,100,the keypad is really smooth. my kida enjoyed it. looks durable even if one of my children is too button smash when playing contra. but thanks seller
86,256,1625651145-581,https://www.lazada.com.ph/products/gen-game-x3-wireless-bluetooth-gamepad-game-controller-for-android-pc-tv-box-i1930196688-s8280047457.html?spm=a2o4l.searchlistcategory.list.108.52a0313cXDZLP7&search=1,GEN GAME X3 Wireless Bluetooth Gamepad Game Controller for Android PC TV Box,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,270,89,"well pack nman at maayus ang item
medyo nanibago lng ako s pg pair s android
tnx lazada
tnx seller
tnx courrier",4.4,99,98,"well pack nman and the item is neat
I'm a bit new to pg pair and android
tnx lazada
tnx seller
tnx courier"
87,258,1625651216-811,https://www.lazada.com.ph/products/appo-finger-sleeve-removes-sweat-and-water-game-controller-for-pubg-mobile-legends-cod-codm-call-of-duty-fiber-anti-sweat-i2054113476-s9114885088.html?spm=a2o4l.searchlistcategory.list.44.52a0313cZmd4Xw&search=1,"APPO Finger Sleeve Removes Sweat and Water Game Controller For Pubg Mobile legends COD CODM Call of duty, Fiber Anti-Sweat","Metro Manila~Quezon City, Quezon City, Project 6",41.5,7,88,ang smooth sa kamay gamitin... ok din yun quality.,5,99,100,the smooth on the hand to use ... that's also ok quality.
88,263,1625651115-408,https://www.lazada.com.ph/products/local-stock-the-latest-classic-mini-game-console-tv-game-console-built-in-2000-retro-games-dual-handheld-video-game-console-av-output-8-bit-fun-box-two-childrens-gift-electronic-game-console-handle-i2033764107-s8983823987.html?spm=a2o4l.searchlistcategory.list.142.52a0313cnsy1cv&search=1,"[Local stock] The latest classic mini game console, TV game console, built-in 2000 retro games, dual handheld video game console, AV output, 8-bit fun box, two children‚??s gift, electronic game console handle","Metro Manila~Quezon City, Quezon City, Project 6",41.5,509.6,96,"Ligtas na dumating ang mga produkto. Salamat nagbebenta. Malinis at ligtas na balot. Ang epekto ng laro ay napakahusay, maaari kong makipaglaro sa aking mga kaibigan sa buong araw",5,98,100,"The products arrived safely. Thanks seller. Clean and securely wrapped. The effect of the game is very good, I can play with my friends all day"
89,266,1625651100-328,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.bestshown_1.1.52a0313cPUWXwE&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,"maaayos yung item kaso matagal lang ideliver pero ayos lang and maganda sya hindi na nag gghost touch yung phone q while playing , thank you!!",4.9,100,99,"The item will be fixed, in case it takes a long time to deliver, but it's okay and she's beautiful, she didn't touch the phone while playing, thank you !!"
90,267,1625651120-459,https://www.lazada.com.ph/products/local-stock2021-mini-retro-tv-game-console-classic-6202000-built-in-games-with-2-controllers-new-handheld-game-players-i1875761575-s9026765434.html?spm=a2o4l.searchlistcategory.list.137.52a0313cuB9oFO&search=1,[Local Stock]2021 Mini Retro TV Game Console Classic 620/2000 Built-in Games With 2 Controllers NEW Handheld Game Players,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,380,98,Thank you for your trust and support! Share good things with everyone~ I hope you will continue to support our store. I look forward to your coming again and wish you a happy life,4.8,99,100,Thank you for your trust and support! Share good things with everyone~ I hope you will continue to support our store. I look forward to your coming again and wish you a happy life
91,268,1625651213-805,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-contact-screen-finger-sleeves12-pcs-i1095198339-s3767764109.html?spm=a2o4l.searchlistcategory.list.47.52a0313cz0bEcl&search=1,18-Pin Carbon Fiber Finger Sleeves for PUBG Mobile Games Contact Screen Finger Sleeves(12 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.68,95,maganda yung quality and makapal sya kaysa dun sa nauna kong order. thank you seller! ‚?∫Ô∏è‚?∫Ô∏è‚?∫Ô∏è,4.8,99,70,the quality is good and it is thicker than my previous order. thank you seller! ‚?∫Ô∏è‚?∫Ô∏è‚?∫Ô∏è
92,269,1625651094-316,https://www.lazada.com.ph/products/ipega-pg-9157-upgraded-pg-9078-wireless-game-controller-i264296274-s694894331.html?spm=a2o4l.searchlistcategory.bestshown_1.7.52a0313cSSP8KD&search=1,iPega PG-9157 Upgraded PG-9078 Wireless Game controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,529,92,"My gf like it. It's just the other one was not functioning properly but i believe it was a factory defect. Won't blame the seller, Good item tho",4.6,100,100,"My gf like it. It's just the other one was not functioning properly but i believe it was a factory defect. Won't blame the seller, Good item tho"
93,273,1625651155-619,https://www.lazada.com.ph/products/sulit-choice-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1683522046-s7273066236.html?spm=a2o4l.searchlistcategory.list.99.52a0313cT1sZPk&search=1,Sulit Choice Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,10,95,thanks sa order ko pasinsya na hnd ako agd nakapag ratings,4.9,96,98,thanks for the order I'm sorry I didn't get ratings right away
94,276,1625651165-673,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-press-screen-finger-sleeves16-pcs-i899522819-s2885112277.html?spm=a2o4l.searchlistcategory.list.86.52a0313cWxs1xO&search=1,18-Pin Carbon Fiber Finger Sleeves For PUBG Mobile Games Press Screen Finger Sleeves(16 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.33,96,happy good ??? yay,4.8,99,69,happy good ??? yay
95,277,1625651242-900,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.list.1.52a0313c72vg7l&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,Maganda at sulit sa presyo. Bagay sa mahilig sa mobile games lalo na sa mga pasmado. Pwedeng pang regalo.,4.9,100,99,"Beautiful and worth the price. Things for mobile game lovers, especially those who are addicted. More gifts are available."
96,278,1625651206-777,https://www.lazada.com.ph/products/gamers-sweatproof-1-pair-2pcs-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1830866266-s7789817191.html?spm=a2o4l.searchlistcategory.list.53.52a0313cWwk46a&search=1,Gamers Sweatproof 1 Pair (2pcs) Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,13.72,91,tuwang tuwa po sya dahil dto maraming salamat po maganda po gamitin‚?∫Ô∏è,4.8,99,98,tuwang tuwa po sya dahil dto maraming salamat po maganda po gamitin‚?∫Ô∏è
97,280,1625651120-456,https://www.lazada.com.ph/products/local-stock2021-mini-retro-tv-game-console-classic-6202000-built-in-games-with-2-controllers-new-handheld-game-players-i1875761575-s9026765434.html?spm=a2o4l.searchlistcategory.list.137.52a0313cuB9oFO&search=1,[Local Stock]2021 Mini Retro TV Game Console Classic 620/2000 Built-in Games With 2 Controllers NEW Handheld Game Players,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,380,98,"Napakabilis ng pagdating at ganap na gumagana! Ibinigay ko ito sa aking anak at mahal niya ito. Masigasig ang nagbebenta, bibili ako nang mas madalas sa kanyang tindahan!!!!",4.8,99,100,"Very fast arrival and fully functional! I gave it to my son and he loved it. The seller is enthusiastic, I will buy more often in his store !!!!"
98,290,1625651209-794,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1948539644-s8420551783.html?spm=a2o4l.searchlistcategory.list.50.52a0313cilh6EH&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,18,92,para sa coins???????????? pinahingi ko ito sa friend kong gamer. ewan ko if kamusta ung performance. free lang to ng lahat ng naorder ko. haha thanksss,4.7,96,100,for coins???????????? I asked my gamer friend for it. I don't know if how is the performance. It's free of everything I ordered. haha thanksss
99,293,1625651100-330,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.bestshown_1.1.52a0313cPUWXwE&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,"all goods, my gf loves it
fast delivery
responsible seller
apologies if video is pixelated",4.9,100,99,"all goods, my gf loves it
fast delivery
responsible seller
apologies if video is pixelated"
100,298,1625651213-799,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-contact-screen-finger-sleeves12-pcs-i1095198339-s3767764109.html?spm=a2o4l.searchlistcategory.list.47.52a0313cz0bEcl&search=1,18-Pin Carbon Fiber Finger Sleeves for PUBG Mobile Games Contact Screen Finger Sleeves(12 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.68,95,okay yung naman yung. maganda yung quality para sa price nya. and mabilis lang din ang delivery time. thanks seller!,4.8,99,70,okay yung naman yung. the quality is good for the price. and the delivery time is also fast. thanks seller!
101,303,1625651206-779,https://www.lazada.com.ph/products/gamers-sweatproof-1-pair-2pcs-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1830866266-s7789817191.html?spm=a2o4l.searchlistcategory.list.53.52a0313cWwk46a&search=1,Gamers Sweatproof 1 Pair (2pcs) Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,13.72,91,ganda ng tela and may lalagyan din naman pla kala ko basta nakabalot lang sa kung anung plastic okey na gaming ko neto hindi na ako maiirita pag namawis thumbs ko yeah??Å??Å??Å,4.8,99,98,"nice fabric and there's also a container for me, as long as it's wrapped in some plastic, okay, I'm gaming, I won't be irritated when my thumbs sweat yeah??Å??Å??Å"
102,304,1625651127-481,https://www.lazada.com.ph/products/nes-retro-mini-tv-handheld-family-recreation-video-game-console-w-built-in-500-classic-games-i232263798-s313293012.html?spm=a2o4l.searchlistcategory.list.130.52a0313crnJZZK&search=1,NES Retro Mini TV Handheld Family Recreation Video Game Console w/ Built-in 500 Classic Games,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,449,88,sobrang enjoy sila sa mga games kahit mga luma na..nice thank u,4.5,100,98,they really enjoy the games even the old ones..nice thank u
103,306,1625651242-893,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.list.1.52a0313c72vg7l&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,Hi! We're glad to hear that. Thank you for choosing and trusting our store ‚ù§ We are happy to serve you! Looking forward to our next transaction!,4.9,100,99,Hi! We're glad to hear that. Thank you for choosing and trusting our store ‚ù§ We are happy to serve you! Looking forward to our next transaction!
104,307,1625651115-401,https://www.lazada.com.ph/products/local-stock-the-latest-classic-mini-game-console-tv-game-console-built-in-2000-retro-games-dual-handheld-video-game-console-av-output-8-bit-fun-box-two-childrens-gift-electronic-game-console-handle-i2033764107-s8983823987.html?spm=a2o4l.searchlistcategory.list.142.52a0313cnsy1cv&search=1,"[Local stock] The latest classic mini game console, TV game console, built-in 2000 retro games, dual handheld video game console, AV output, 8-bit fun box, two children‚??s gift, electronic game console handle","Metro Manila~Quezon City, Quezon City, Project 6",41.5,509.6,96,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!",5,98,100,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!"
105,310,1625651181-722,https://www.lazada.com.ph/products/jl-01-3-in-1-joystick-grip-extended-handle-game-controller-gamepad-mobile-phone-holder-i215301253-s279484222.html?spm=a2o4l.searchlistcategory.list.68.52a0313cBSoUAC&search=1,JL-01 3 in 1 Joystick Grip Extended Handle Game Controller Gamepad Mobile Phone Holder,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,18.62,91,Hi i just want to say that im happy with the product i purchased just recieved it today well packed and wala din syang sira and its working perfectly.. ??ç 5 star to you seller and thanks also Lazada happy customer here ?????ç??ç,4.4,99,99,Hi i just want to say that im happy with the product i purchased just recieved it today well packed and wala din syang sira and its working perfectly.. ??ç 5 star to you seller and thanks also Lazada happy customer here ?????ç??ç
106,311,1625651227-850,https://www.lazada.com.ph/products/legend-lolly-animal-crossing-amiibo-new-horizons-game-card-for-ns-switch-game-card-set-i963934146-s3176996173.html?spm=a2o4l.searchlistcategory.list.19.52a0313cMnnAbd&search=1,Legend Lolly Animal Crossing Amiibo New Horizons Game Card For NS Switch Game Card Set,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,89.27,90,Legit! It works. Thank you for the quick delivery.,5,98,100,Legit! It works. Thank you for the quick delivery.
107,312,1625651120-455,https://www.lazada.com.ph/products/local-stock2021-mini-retro-tv-game-console-classic-6202000-built-in-games-with-2-controllers-new-handheld-game-players-i1875761575-s9026765434.html?spm=a2o4l.searchlistcategory.list.137.52a0313cuB9oFO&search=1,[Local Stock]2021 Mini Retro TV Game Console Classic 620/2000 Built-in Games With 2 Controllers NEW Handheld Game Players,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,380,98,"?§©Thank you for your trust and support! Share good things with everyone~ I hope you will continue to support our store. I look forward to your coming again and wish you a happy life
Peter V. 10 Jun 2021",4.8,99,100,"?§©Thank you for your trust and support! Share good things with everyone~ I hope you will continue to support our store. I look forward to your coming again and wish you a happy life
Peter V. 10 Jun 2021"
108,315,1625651115-403,https://www.lazada.com.ph/products/local-stock-the-latest-classic-mini-game-console-tv-game-console-built-in-2000-retro-games-dual-handheld-video-game-console-av-output-8-bit-fun-box-two-childrens-gift-electronic-game-console-handle-i2033764107-s8983823987.html?spm=a2o4l.searchlistcategory.list.142.52a0313cnsy1cv&search=1,"[Local stock] The latest classic mini game console, TV game console, built-in 2000 retro games, dual handheld video game console, AV output, 8-bit fun box, two children‚??s gift, electronic game console handle","Metro Manila~Quezon City, Quezon City, Project 6",41.5,509.6,96,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!",5,98,100,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!"
109,320,1625651127-488,https://www.lazada.com.ph/products/nes-retro-mini-tv-handheld-family-recreation-video-game-console-w-built-in-500-classic-games-i232263798-s313293012.html?spm=a2o4l.searchlistcategory.list.130.52a0313crnJZZK&search=1,NES Retro Mini TV Handheld Family Recreation Video Game Console w/ Built-in 500 Classic Games,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,449,88,thank you po mam/sir ..,4.5,100,98,thank you po mam/sir ..
110,324,1625651152-611,https://www.lazada.com.ph/products/ready-wired-8-bit-tv-red-and-white-machine-game-player-handle-gampad-controller-i528324781-s1418794055.html?spm=a2o4l.searchlistcategory.list.102.52a0313cMqXCJq&search=1,[Ready] ‚ù§Wired 8 Bit TV Red and White Machine Game Player Handle Gampad Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,119,92,Delivered at the expected date.. it was well-packed. I tested it already and functioning well. Hope it will last long..,4.8,99,100,Delivered at the expected date.. it was well-packed. I tested it already and functioning well. Hope it will last long..
111,326,1625651100-332,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.bestshown_1.1.52a0313cPUWXwE&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,"thank you sa seller at lazada..??Å?§?
 
thank you din kay ate na nag deliver.. ?§?‚?∫Ô∏è
 
the item is good. and fit sya sa kamay ko..
maganda gamitin.. mabilis din yung delivery

thank you again
. ?§?????•∞",4.9,100,99,"thank you sa seller at lazada..??Å?§?
 
thank you din kay ate na nag deliver .. ?§?‚?∫Ô∏è
 
the item is good. and he fits in my hand ..
good to use .. the delivery is also fast

thank you again
. ?§?????•∞"
112,327,1625651143-554,https://www.lazada.com.ph/products/5-in1-portable-gamepad-mobile-legends-pubg-game-grip-pad-handle-mobile-phone-controller-joystick-for-universal-phone-mobile-cellphone-i1056624793-s3585224749.html?spm=a2o4l.searchlistcategory.list.114.52a0313chNAehF&search=1,5 in1 Portable Gamepad Mobile Legends PUBG Game Grip Pad Handle Mobile Phone Controller Joystick for Universal Phone Mobile Cellphone,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,89,may konting damage pero di naman nakaapekto.,4.2,99,98,there was some damage but it didn't affect.
113,334,1625651120-454,https://www.lazada.com.ph/products/local-stock2021-mini-retro-tv-game-console-classic-6202000-built-in-games-with-2-controllers-new-handheld-game-players-i1875761575-s9026765434.html?spm=a2o4l.searchlistcategory.list.137.52a0313cuB9oFO&search=1,[Local Stock]2021 Mini Retro TV Game Console Classic 620/2000 Built-in Games With 2 Controllers NEW Handheld Game Players,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,380,98,good po sya maganda po :),4.8,99,100,good po sya maganda po :)
114,336,1625651224-840,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-press-screen-finger-sleeves-black-yellow16-pcs-i899546413-s2885090582.html?spm=a2o4l.searchlistcategory.list.37.52a0313cV3XGK9&search=1,18-Pin Carbon Fiber Finger Sleeves For PUBG Mobile Games Press Screen Finger Sleeves Black & Yellow(16 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.12,96,??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç,4.8,99,69,??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç
115,339,1625651239-882,https://www.lazada.com.ph/products/gamers-sweatproof-1-pair-2pcs-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1909313823-s8117813008.html?spm=a2o4l.searchlistcategory.list.4.52a0313cHpvovL&search=1,Gamers Sweatproof 1 Pair (2pcs) Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,14.7,92,thank you nagustuhan ng anak?§£,4.9,99,89,thank you nagustuhan ng anak?§£
116,340,1625651224-841,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-press-screen-finger-sleeves-black-yellow16-pcs-i899546413-s2885090582.html?spm=a2o4l.searchlistcategory.list.37.52a0313cV3XGK9&search=1,18-Pin Carbon Fiber Finger Sleeves For PUBG Mobile Games Press Screen Finger Sleeves Black & Yellow(16 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.12,96,"Dear customer, the photo looks very nice, hahaha, very lucky to meet you",4.8,99,69,"Dear customer, the photo looks very nice, hahaha, very lucky to meet you"
117,341,1625651105-369,https://www.lazada.com.ph/products/linshun-5in1-game-pad-game-handlemoblie-phone-stents-5in1-gamepad-i337162423-s751330541.html?spm=a2o4l.searchlistcategory.list.151.52a0313ccGXhxM&search=1,LINSHUN 5in1 game pad GAME HANDLE/MOBLIE PHONE STENTS 5IN1 GAMEPAD,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,93,salamat po,4.5,97,100,thank you
118,344,1625651209-792,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1948539644-s8420551783.html?spm=a2o4l.searchlistcategory.list.50.52a0313cilh6EH&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,18,92,thank you for this free product.,4.7,96,100,thank you for this free product.
119,349,1625651136-525,https://www.lazada.com.ph/products/jl01-mvp-portable-game-grip-pad-game-joystick-controller-i1046830844-s3542344488.html?spm=a2o4l.searchlistcategory.list.121.52a0313cWB8uwl&search=1,JL01 MVP Portable Game Grip Pad Game Joystick Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,30,89,nag #1 ako dahil sa gamepad na Ito ok na ok jdhxvdkdjdbdhdhhdjsjdjdjsi jjjjjjg gggg hkjj Ang saya,4.4,88,95,I'm #1 because of this gamepad It's ok ok jdhxvdkdjdbdhdhhdjsjdjdjsi jjjjjjg gggg hkjj The fun
120,350,1625651209-797,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1948539644-s8420551783.html?spm=a2o4l.searchlistcategory.list.50.52a0313cilh6EH&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,18,92,"Thank you for supporting EWA 3C HUB ???, we're happy that you like it, your feedback on us is much appreciated. ‚ù§",4.7,96,100,"Thank you for supporting EWA 3C HUB ???, we're happy that you like it, your feedback on us is much appreciated. ‚ù§"
121,351,1625651094-321,https://www.lazada.com.ph/products/ipega-pg-9157-upgraded-pg-9078-wireless-game-controller-i264296274-s694894331.html?spm=a2o4l.searchlistcategory.bestshown_1.7.52a0313cSSP8KD&search=1,iPega PG-9157 Upgraded PG-9078 Wireless Game controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,529,92,Hi maam/sir! Thanks for purchasing! Until next transaction po. Please kindly follow us here to keep in tuned for more updates to our products.,4.6,100,100,Hi maam/sir! Thanks for purchasing! Until next transaction po. Please kindly follow us here to keep in tuned for more updates to our products.
122,352,1625651109-384,https://www.lazada.com.ph/products/max-ph-call-of-duty-mobile-controller-k21-pugb-trigge-4-finger-linkage-game-handle-peace-elite-fast-shooting-button-controller-for-pubg-rules-of-survival-game-trigger-joystick-gamepad-for-ios-android-phone-i587586668-s1606612972.html?spm=a2o4l.searchlistcategory.list.148.52a0313cPGNMcG&search=1,MAX PH Call of duty mobile Controller K21 PUGB Trigge 4 Finger Linkage Game Handle Peace Elite Fast Shooting Button Controller for PUBG Rules of Survival Game Trigger Joystick Gamepad for iOS Android Phone,"Metro Manila~Quezon City, Quezon City, Project 6",45,85,94,great ‚?•Ô∏è‚?•Ô∏è‚?•Ô∏è??ç??ç??ç??ç??ç?????ç??ç??ç??ç????????????????????????????????????????????????????????????????????????????????????,4.5,93,100,great ‚?•Ô∏è‚?•Ô∏è‚?•Ô∏è??ç??ç??ç??ç??ç?????ç??ç??ç??ç????????????????????????????????????????????????????????????????????????????????????
